NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H4,356,2015,010121,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010129,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H4,356,2015,010130,     90.00,     30.00,     30.00,     30.00,0,0,0,3,3,3
H4,356,2015,010190,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H4,356,2015,010221,     10.00,      5.00,      5.00,      5.00,0,0,0,2,2,2
H4,356,2015,010229,     35.00,      5.00,     30.00,     17.50,0,0,0,2,2,2
H4,356,2015,010231,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010239,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010290,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H4,356,2015,010310,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1
H4,356,2015,010391,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1
H4,356,2015,010392,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1
H4,356,2015,010410,     10.00,      5.00,      5.00,      5.00,0,0,0,2,2,2
H4,356,2015,010420,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1
H4,356,2015,010511,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010512,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010513,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010514,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010515,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010594,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010599,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010611,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010612,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010613,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010614,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010619,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010620,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010631,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010632,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010633,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010639,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,010641,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H4,356,2015,010649,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H4,356,2015,010690,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020110,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020120,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020130,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020210,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020220,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020230,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020311,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020312,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020319,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020321,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020322,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020329,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020410,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020421,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020422,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020423,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020430,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020441,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020442,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020443,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020450,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020500,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020610,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020621,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020622,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H4,356,2015,020629,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
