NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H5,356,2018,010121,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010129,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010130,     90.00,     30.00,     30.00,     30.00,0,0,0,3,3,3
H5,356,2018,010190,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010221,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010229,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010231,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010239,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010290,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010310,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010391,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010392,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010410,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010420,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010511,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010512,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010513,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010514,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010515,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010594,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010599,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010611,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010612,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010613,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010614,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010619,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010620,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010631,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010632,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010633,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010639,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,010641,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010649,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,010690,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020110,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020120,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020130,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020210,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020220,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020230,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020311,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020312,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020319,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020321,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020322,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020329,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020410,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020421,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020422,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020423,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020430,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020441,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020442,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020443,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020450,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020500,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020610,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020621,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020622,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020629,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020630,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020641,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020649,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020680,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,020690,     60.00,     30.00,     30.00,     30.00,0,0,0,2,2,2
H5,356,2018,020711,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020712,     30.00,     30.00,     30.00,     30.00,0,0,0,1,1,1
H5,356,2018,020713,    100.00,    100.00,    100.00,    100.00,0,0,0,1,1,1
H5,356,2018,020714,    100.00,    100.00,    100.00,    100.00,0,0,0,1,1,1
